model,country,W,F,target_var,MAE_global,RMSE_global,sMAPE_global,MAE_mean,MAE_median,MAE_p25,MAE_p75,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_median,RMSE_p25,RMSE_p75,RMSE_std,RMSE_min,RMSE_max,sMAPE_mean,sMAPE_median,sMAPE_p25,sMAPE_p75,sMAPE_std,sMAPE_min,sMAPE_max,exog_vars,curve_func
curvefit_lstm,Australia,21,7,new_cases,34419.15560229793,35355.48385716909,155.97050023705702,34419.15560229793,34301.7287421669,33149.88263422833,36082.60513479926,2129.733964869557,28149.666678132307,38559.59662974852,35299.43151709337,35522.53728348654,34446.25464495952,36591.843456565475,1990.068678357552,28313.96729146263,38705.683602881996,155.97050023705702,157.30305556252637,148.66418314907455,167.25277029657113,16.364924060104215,107.62827488950862,183.43199682393998,death_all,gompertz
curvefit_lstm,Australia,21,7,new_cases,35599.496368888475,36534.31163662527,156.74417198924365,35599.496368888475,35617.527950844094,34179.28758567948,37354.14328985079,2103.6742755193895,29519.89805059298,39578.00652968057,36481.2432840439,36745.26973929952,35752.17426742257,37863.266471730654,1968.4550318598722,29661.367553880118,39662.14512203879,156.74417198924368,157.26164260889365,149.11208734028844,167.94018959409536,16.14878754302908,110.00381836976811,183.8434799655749,death_all,logistic
curvefit_lstm,Australia,21,7,new_cases,35983.832276521236,36938.251354127715,156.95622826160925,35983.83227652123,35993.82461967807,34715.082868143465,37628.19726110524,2327.9099106874664,29164.33140329972,40404.933029371845,36871.56496229652,37359.09270708596,35987.90808925302,38232.681842767786,2218.5829558223068,29375.722577534274,40422.28328237491,156.95622826160928,158.1721645542881,149.23253150768159,168.35165227765887,16.24540875111622,109.24655859007781,184.96043226134435,death_mobility,gompertz
curvefit_lstm,Australia,21,7,new_cases,34611.37736851859,35580.90254684037,156.0327954245544,34611.37736851859,34783.0555093053,33516.31910543043,36044.012216852745,2473.8957936480065,26900.039059242525,39230.53150177879,35501.42131180361,35928.047724760676,35034.03933665311,36783.54725141692,2376.9120491864824,26962.772878120002,39263.0754542109,156.0327954245544,156.98131238093984,149.55443753949862,167.3104870589985,16.58676405613898,105.56978198112891,184.34653074922488,death_mobility,logistic
curvefit_lstm,Australia,21,7,new_cases,23115.335508259082,24426.01619752165,146.477894243205,23115.335508259086,22129.528793532,20368.398016356183,25240.515450453735,3617.449645515057,16521.288001121287,32616.217130585574,24141.152400114843,23297.91595202712,21373.812775735816,25942.602030386075,3719.5467567997225,17729.140447072186,33210.85560373986,146.477894243205,148.40113899266817,138.26913561372749,158.60435914028668,19.666663139047163,89.7633910210458,182.00048224696928,death_recovered,gompertz
curvefit_lstm,Australia,21,7,new_cases,22826.847226671354,24114.151348108167,146.07400922835026,22826.84722667135,21951.065327246146,20185.441204624767,24868.036210205122,3553.498934346134,16949.946645472977,31627.780350830122,23832.03709916769,23128.1193769939,21157.193717901984,25181.88215708643,3677.8122496073033,17966.76970856424,32369.058543110754,146.07400922835023,148.60663239668702,137.47316923253032,158.79354194538635,19.88207509711253,87.13479996940247,178.59585778379883,death_recovered,logistic
curvefit_lstm,Australia,21,7,new_cases,24568.01154382309,25803.07886583663,147.8622027671828,24568.011543823086,24088.584063957154,22942.640380699264,25884.458725172626,2725.2489893892657,18980.209646882297,30980.58376004986,25647.838702818106,25354.113358518305,24032.024504960504,26525.12492906383,2826.1721162750005,19020.919033278493,32497.161113015747,147.8622027671828,150.90500385379198,141.55084339505333,160.05954996455523,19.282211781935807,88.37776091798932,178.3544386084879,death_stringency,gompertz
curvefit_lstm,Australia,21,7,new_cases,25066.706277604302,26398.89299666334,147.98795852599196,25066.706277604302,24914.9225801828,23531.908499047913,26577.734487269856,3202.4741577692707,17288.61034830503,32862.107359758695,26205.67357702494,26084.737331459677,24788.215422806632,27470.1231524426,3188.1379869287,18222.651472306243,34205.90604943598,147.98795852599196,151.18501489573453,141.29566147854285,160.6861795971526,20.425333855546032,81.49275747110912,180.31467053427298,death_stringency,logistic
curvefit_lstm,Australia,21,7,new_cases,23035.945520256944,24273.986701215614,146.36608740150447,23035.945520256944,21942.856220987356,20995.752638064812,24687.072671546957,3426.61820467396,17682.434485496287,31442.625612728432,24015.21512164498,22986.78789693807,22111.669105024983,25142.784808295837,3534.9502163265433,18210.853849158433,32474.543869067114,146.36608740150447,148.60300486643638,138.43360741528213,159.25334172055062,19.81937347195016,87.63695434908578,177.58401035965858,no_exog,gompertz
curvefit_lstm,Australia,21,7,new_cases,22552.167741005735,23803.6323878828,145.8735533653328,22552.16774100574,21487.52170127655,20434.367692686297,24339.133517682803,3477.477940322402,17138.381634312263,31113.599407749767,23525.580194593138,22524.721919750315,21428.740342427493,24719.370493326733,3627.670239317553,17746.71988864245,32093.299995818892,145.87355336533284,148.25229110292275,137.7389574019039,158.9114403841011,20.115802818805168,86.10781743529753,178.4102655481036,no_exog,logistic
curvefit_lstm,Australia,28,14,new_cases,36418.32834689906,37443.00468518642,158.45135237259467,36418.328346899056,36310.29142091272,35045.369173524065,37702.50726624397,1814.1682979874493,31321.31305951048,40918.50973889825,37403.563063451424,37318.11339285628,36511.01903984996,38425.50371892862,1718.158902227696,31587.687937694234,41753.328698536374,158.45135237259467,158.06152520529633,147.2059135525965,168.15587832132266,14.253791440539455,117.64460961834567,183.4159711278144,death_all,gompertz
curvefit_lstm,Australia,28,14,new_cases,35508.15112787797,36985.13983978441,157.49233162988392,35508.15112787797,36374.79799271769,34036.2668582494,37430.844868532935,2990.8977011183965,25028.986891622557,41299.65811921043,36874.606780216665,37882.89403663656,35426.208248903735,38731.12035254676,2857.261586345775,26493.84663295042,41667.72325289214,157.49233162988392,157.91837465785287,147.23977651125557,168.43490473998935,14.900641349890261,105.41797706036479,183.54882094103303,death_all,logistic
curvefit_lstm,Australia,28,14,new_cases,37747.239087122194,38670.521681124425,159.32567902576605,37747.239087122194,37690.641362711336,36467.14283111386,38997.84417363306,1815.2819321450177,32885.10638043878,42877.62288104803,38635.424678445874,38745.7829237572,37699.2974947452,39707.05669147183,1647.1815341514423,33107.575278164455,43154.917000876594,159.32567902576608,159.26233095029744,147.98201908069808,168.87190603596576,13.991543290204266,120.14440156688198,185.10434735026948,death_mobility,gompertz
curvefit_lstm,Australia,28,14,new_cases,36554.35748748415,37570.82201221377,158.49665381355737,36554.35748748415,36723.90024513294,35553.271629686365,37830.289486488626,1843.7779822417722,30344.661973148086,40312.399371564636,37532.17128169366,37774.5973718141,36773.66137509484,38629.88314831955,1703.7563074148907,30752.47101103784,40351.344765413174,158.4966538135574,158.62470514323934,147.5365987777018,168.04342118149336,14.200929898328615,115.77381343943128,183.52242760957978,death_mobility,logistic
curvefit_lstm,Australia,28,14,new_cases,23970.67935835164,25206.430511929964,148.80006708268135,23970.679358351637,23312.26389096608,21831.72814925396,25845.037996127394,3021.166600493445,17539.524842416977,30563.891307482896,25016.343092735577,24209.49051641264,22792.418556131906,26743.255840455633,3089.776273340031,18687.10723299045,31420.490239673258,148.80006708268135,150.59216696031106,138.51157385565625,159.11466314329257,16.457678345320147,102.5505252115489,178.27818507780543,death_recovered,gompertz
curvefit_lstm,Australia,28,14,new_cases,20484.78432092262,22175.923910038677,144.8103996838081,20484.784320922623,19534.22426824084,18009.113098972924,22652.527735037715,3560.360265850187,14442.325122300565,28811.619287772086,21845.317838502346,20513.837217056753,19339.17242825191,23546.875634436525,3814.929855008655,15521.157151453555,31052.493377547427,144.81039968380807,148.4697592562975,134.9846642767127,157.49894284141803,19.51376282114001,78.54732465863444,174.7887873030951,death_recovered,logistic
curvefit_lstm,Australia,28,14,new_cases,23533.405996560177,25054.04837787675,148.25165666497588,23533.405996560174,23194.62306669049,21985.689172718576,24612.66212919048,2479.6053894421048,17598.511369817574,29928.74831083111,24915.51413721723,24622.529295445456,23381.749844742673,25451.208150341874,2631.0635490456793,18715.49791825925,31794.64412749649,148.25165666497588,150.43829183198596,138.0529983756386,159.84133733894674,17.451270065220122,86.36133335357519,177.57693284430113,death_stringency,gompertz
curvefit_lstm,Australia,28,14,new_cases,22227.476929234792,23682.581311979702,146.9535090757349,22227.476929234792,21693.345027933225,20466.559340353026,23843.50138528883,2776.1809869086965,16994.154154108604,28857.943576276553,23490.898790302115,22944.781297126978,21674.943651535967,24515.70444782058,3007.0469936987997,17740.093497036214,31000.822949731144,146.9535090757349,150.24242612589927,137.2876651281634,159.01744220164204,17.777473572321785,86.71248902992345,173.73440486748314,death_stringency,logistic
curvefit_lstm,Australia,28,14,new_cases,23065.24984432306,24309.952033616184,147.92967819589018,23065.249844323058,21853.661586056412,21237.324809045916,24174.84125865477,3052.5384672042906,17725.731734158046,29801.878821433787,24098.86868279823,22957.943472158135,22209.691770840214,24959.901159831523,3196.606964574497,18911.38569104668,31188.313367776314,147.9296781958902,150.37035196361006,138.2838665404343,158.7438565222646,16.984990689189924,96.3770774037916,176.71041209274966,no_exog,gompertz
curvefit_lstm,Australia,28,14,new_cases,24039.125662508595,25270.81268616959,148.8017526166488,24039.1256625086,23043.181971425147,22306.063077664676,25177.854096013583,2910.609389963051,18551.463346219363,30922.059368687267,25095.303984577255,24238.466383511615,23354.781229856268,26126.4560839418,2973.161909673055,19726.057761258387,31928.376504161468,148.80175261664883,150.8437444197302,138.96901272889576,159.00852944217738,16.64222171295463,98.55275957570312,178.06333165952546,no_exog,logistic
curvefit_lstm,Australia,56,28,new_cases,32145.248354292416,33212.69210356021,157.5547760127441,32145.24835429241,32081.286316074977,31152.627166587932,33103.62519529616,1333.542161302679,28100.97348006449,35510.856168671504,33192.55776263193,33270.60848034869,32453.92425147978,33999.69593684185,1156.2983785485208,29034.915945138655,35847.6840457856,157.5547760127441,157.48061128712652,147.50735122622706,164.94832351037513,12.699442155800439,126.83051706886145,180.2638527424056,death_all,gompertz
curvefit_lstm,Australia,56,28,new_cases,33229.730100247376,34316.2655104001,158.24940568112459,33229.730100247354,33346.7236750576,32361.399418842477,34351.40436364227,1653.4447478716122,27452.149735599243,36529.97203609797,34284.43666676927,34480.42352638587,33628.25691873016,35338.967091665065,1477.660658799085,28583.45018651337,37234.933115176136,158.24940568112459,157.57104336460776,147.35414736841415,165.82984630557945,12.786639115453186,125.13470359518931,180.98610086755974,death_all,logistic
curvefit_lstm,Australia,56,28,new_cases,38938.75484408086,39968.89053148616,161.57314951532155,38938.754844080846,38800.669493101785,38005.15260380673,40129.076643801374,1479.310363599366,34369.71451225618,42605.34636277127,39947.38709612509,39947.80367548253,39187.95268380567,40808.99353677036,1310.9059883389737,34958.75885678302,43084.02493278717,161.57314951532155,161.316458033073,150.64165795783663,168.79307822477773,12.189571718244128,135.89083124679192,182.68681174409681,death_mobility,gompertz
curvefit_lstm,Australia,56,28,new_cases,38565.928079558566,39608.11036460974,161.410895994849,38565.92807955856,38451.82047327318,37417.920770384924,39577.26120864803,1344.6393341551682,35580.09411840302,41412.33775385312,39590.98346677397,39607.39141850738,38694.17882985009,40461.46652028411,1164.6608041553202,36382.531673837555,41996.24210493134,161.41089599484903,161.14348325992069,150.04191898423917,168.72552711275318,12.253807411218888,136.74555982517666,182.9755747345803,death_mobility,logistic
curvefit_lstm,Australia,56,28,new_cases,19899.072493745312,21748.460752593717,147.01639204259135,19899.0724937453,18699.336993644654,17475.562305558193,22680.172744313764,3268.98558781147,13265.88918006102,27183.26515653423,21457.81557187221,19790.1802617949,18824.494526305203,24052.112442246045,3543.683957497882,16125.515925876967,29958.910687749718,147.01639204259138,147.24074006132827,134.8498872851793,157.41115101325647,15.233162937720738,103.6767941303586,176.32426708302177,death_recovered,gompertz
curvefit_lstm,Australia,56,28,new_cases,22120.574051818658,23925.21679558087,148.85233564108165,22120.574051818654,21675.91691454211,19867.002872204637,24633.973570696187,2804.591489895777,17350.515173786327,27894.382017961812,23739.494957994266,23440.961277093957,21263.51471806938,26268.019507401466,2975.294582879095,18897.125972307025,30078.210719633516,148.85233564108165,149.62376457133612,137.03415391993792,158.60181828860118,14.966233475046877,111.22278284163937,178.1333251453803,death_recovered,logistic
curvefit_lstm,Australia,56,28,new_cases,19556.766718063765,21248.29265237531,146.49595534971036,19556.76671806376,19330.744765798147,18073.237449644446,21217.09873982106,2765.5708831821125,13178.215202350008,25444.07476172396,20988.98862339407,20303.672691721426,19017.381096699097,23056.800866867798,3309.4255102692496,14480.647284810904,28793.80764008556,146.49595534971033,147.2184020397542,135.30113209522713,157.81706524074767,15.47310675551682,93.3433710305502,171.20265407168768,death_stringency,gompertz
curvefit_lstm,Australia,56,28,new_cases,20634.43610850675,22257.34779348656,147.78699371988372,20634.436108506747,20251.763641912017,19362.868072657177,22177.9604568569,2499.4211654379706,15158.191632418444,26436.947970807796,22066.314437901467,21330.631315619463,20411.252532113685,23983.790049189254,2909.8621836578654,16704.873134344467,29273.286354545642,147.78699371988372,147.92371244605718,137.17993393349,157.79787838644032,14.704680092397787,98.82872201168841,175.2058454354674,death_stringency,logistic
curvefit_lstm,Australia,56,28,new_cases,28544.881983335676,29644.50548839708,154.91883129865397,28544.881983335672,28318.078554582928,27087.663646944296,30021.437940799184,1898.9638182027597,24775.18073365685,32818.423865379096,29590.538427963853,29301.99991832437,28423.584527501403,30883.543670091905,1787.9432862366627,25980.780674950016,33408.05502494292,154.91883129865394,155.03059166516334,144.47912516211576,161.94854258286625,13.18215328398829,126.3648746154549,178.159936298058,no_exog,gompertz
curvefit_lstm,Australia,56,28,new_cases,26884.41895184402,28076.672409141454,153.5105600871776,26884.418951844003,26401.561546337944,25354.331777856492,28526.504474240588,2117.6859687558817,23050.903491441182,31526.402752476326,28002.40203686469,27337.167171667414,26711.15956842737,29443.694882362728,2040.8365284954466,24234.882854332776,32420.64141757676,153.51056008717757,153.75986909841802,142.957625453659,160.56996214201237,13.513644181093731,123.36452033347867,177.34443771477137,no_exog,logistic
curvefit_lstm,Brazil,14,7,new_cases,14130.531274631081,20987.5432713843,132.90937891523126,14130.531274631085,10175.433570493544,7336.96045621464,19770.107010110125,9577.239012485203,2864.768068302379,48656.909909348375,17264.413936871748,12066.471540620736,8856.90210930151,24629.784780703172,11933.858721493942,3530.579531885758,61616.68878931778,132.90937891523126,137.0907497282829,107.80408816273874,160.53820168687065,33.61291186283913,36.9311057816021,200,death_all,gompertz
curvefit_lstm,Brazil,14,7,new_cases,13544.120390182565,20270.476171771777,129.5277001839375,13544.120390182565,9845.411821633788,7036.908607703317,17708.589869585077,9419.886424862818,2910.671960997413,49721.697810042875,16617.040922020526,12562.600188281303,8538.9305317974,22618.612600760465,11608.882600244639,3153.4515483130394,60954.07627796543,129.5277001839375,129.10371135184286,102.29823176503857,160.04454499081226,35.52774330510952,34.63495503132256,198.37702936324703,death_all,logistic
curvefit_lstm,Brazil,14,7,new_cases,14130.872236434865,21480.01151426477,151.54393971696868,14130.872236434869,10839.254693660678,8555.259739726696,18229.965754051576,8894.187845799339,3272.76204436552,50805.01900533052,18254.6788809366,14413.577197408355,10923.079283429703,24398.690956553895,11320.671075816763,4177.300820162387,64000.4693,151.54393971696865,160.04484490889268,111.98401836357507,192.622119534206,42.107050312760215,35.705407070986496,200,death_mobility,gompertz
curvefit_lstm,Brazil,14,7,new_cases,15929.619515699449,23243.993995221914,166.22954601319395,15929.619515699449,13551.791913702582,9752.277170732403,19742.100819529922,8453.356944462816,5312.376387852799,51914.139774328585,20339.224288747308,16819.207836349087,12601.61179886717,25285.832060089848,11251.631534224007,6829.961875508466,66148.06618429885,166.22954601319395,181.26473637514596,140.4670746960784,200,38.13112878166357,50.04010137339277,200,death_mobility,logistic
curvefit_lstm,Brazil,14,7,new_cases,13816.85763790957,19937.48587382393,119.02297248683078,13816.857637909572,10151.567869431918,7292.100698318323,18526.66117581768,9470.574273742683,2943.8103375314126,48581.72073524124,16446.969504976983,12620.93787204137,8326.906616664504,23363.83630132298,11269.451498244542,4022.61557623501,58871.877672644325,119.02297248683078,118.76553570227952,98.10568449337597,142.60262005626916,29.663366370087598,44.05556960290275,182.5860289970688,death_recovered,gompertz
curvefit_lstm,Brazil,14,7,new_cases,13365.694913446496,19822.44292303751,122.37329892993307,13365.694913446496,9823.019614561272,6834.977008642612,17423.963663885253,9470.478857549848,2604.216981237084,47985.272586828585,16218.152340393224,12543.29113776033,8045.433187035406,22656.30123938674,11397.402252306341,3463.473016030478,59158.36870161987,122.37329892993307,123.83573651123797,99.26233447915178,147.1731135989357,31.521759346574946,41.1595497823843,188.67048564311415,death_recovered,logistic
curvefit_lstm,Brazil,14,7,new_cases,13934.458117215956,21520.22349521421,152.66680594271492,13934.458117215961,10031.466494997778,7386.811349119541,19517.678017012477,9309.024890937291,4225.847553513736,51176.76900533052,17943.479196193402,12334.902123156746,9816.45298379907,25410.103691011667,11880.722773457186,5314.419037991819,64143.87108921263,152.6668059427149,166.45591233716368,121.65368360136581,182.64721795543082,38.21536811002835,43.60801626721004,200,death_stringency,gompertz
curvefit_lstm,Brazil,14,7,new_cases,13518.652743799046,21096.961441191957,145.62791589160565,13518.652743799044,9816.455405940324,6841.811491930459,18179.17000262615,9523.748266942606,2448.231434334212,50736.04825647145,17285.817001655272,11876.391128438703,8888.200191497392,24708.591114289986,12094.722511758,3034.8445003145193,63283.85193636593,145.62791589160565,158.26721665387515,114.22445364322382,175.80094133768662,36.15290356504068,48.94768499233987,200,death_stringency,logistic
curvefit_lstm,Brazil,14,7,new_cases,14551.643251186528,20430.14414927165,117.23842683600564,14551.643251186526,10947.13740862153,7964.221561879045,18988.704410034596,9585.900025478524,4107.404384727136,52927.65125979481,17025.04029889005,12802.887069506809,9008.414932650972,24483.917312857728,11293.307433218512,4799.774547817734,61322.67891859897,117.23842683600569,115.04737434945116,97.27570228872337,138.55631709684255,28.094945277065225,44.32832763819717,176.70430452621184,no_exog,gompertz
curvefit_lstm,Brazil,14,7,new_cases,13779.367200969022,20057.56682166983,119.43069833085131,13779.367200969022,10126.470126126489,7271.749662673258,18701.36930953939,9612.680477210222,2981.2550713103565,52158.41600200716,16382.507514850162,12136.214888312745,8354.688724840718,23831.414223285687,11572.356472716712,3484.2227583067347,61935.283770170136,119.43069833085134,119.3274798811605,98.48794289435753,143.26006399848256,29.75617348864783,35.15075857417868,180.48154103824447,no_exog,logistic
curvefit_lstm,Brazil,21,7,new_cases,13838.190347464948,20265.549159767575,127.04608994108546,13838.190347464948,10241.005372287971,7218.551491793372,17711.70206019151,9375.870742999521,3426.1432884329656,50379.94952988409,16687.97857764303,12335.346243717438,8498.620607711922,23274.497345960477,11497.993465778436,3868.499991887401,60819.78550382807,127.04608994108547,129.97195317601992,101.99292448683289,155.06253662736694,33.649525608071244,38.93719155528879,191.8568196413956,death_all,gompertz
curvefit_lstm,Brazil,21,7,new_cases,13580.893553721635,20557.29394467835,130.25335985211507,13580.893553721635,9910.63267977267,6788.2059506929045,18596.22559189865,9646.471703855697,2428.4754954174996,51622.831180578585,16654.581195834402,11842.213624623375,8200.34555630961,23604.31546037588,12051.027322152588,2662.3396605557627,63636.30413747236,130.25335985211507,134.05807675425922,104.72335355477492,157.80565313422085,34.41119632443692,29.840676472282723,185.8184577216877,death_all,logistic
curvefit_lstm,Brazil,21,7,new_cases,15195.548423989207,22293.407847629296,159.02045219988258,15195.548423989205,12796.403563569573,9126.173669492633,19541.75737169543,8629.332111594187,4416.035182121365,52538.337643723375,19356.607490283786,15997.289398422927,11829.895858558326,24692.740704372845,11059.736883300126,5376.757294978049,65364.6449525854,159.0204521998826,169.9972412006341,126.03075936307499,195.58653196688192,39.70358928251964,31.737037270864842,200,death_mobility,gompertz
curvefit_lstm,Brazil,21,7,new_cases,13381.40368526934,20398.653407745736,137.42031034773257,13381.403685269343,9542.673026618271,7567.618843638374,17252.063256985548,9390.425386757484,2418.487009413849,51435.150935042875,16852.623314548782,12321.304140324339,9427.632437078511,23356.20918063019,11493.221840165776,3056.391207392878,62095.438020291855,137.42031034773257,136.51962561928818,104.12691692142921,172.71610472362968,39.97207699134968,40.213812745208216,200,death_mobility,logistic
curvefit_lstm,Brazil,21,7,new_cases,14034.239878330156,20296.399877540276,118.8685895541202,14034.239878330154,10560.668695075823,7421.309847544953,18412.055364161908,9729.699657335648,3182.7165875314126,50962.80946291981,16681.114475679628,12672.556823053177,8316.484083305882,23766.866805269143,11562.191307805302,4122.877716390993,60352.183654943394,118.86858955412018,118.40456227527511,98.14797398464364,143.28415319131278,29.850709838852666,41.65942509337259,179.9826940667648,death_recovered,gompertz
curvefit_lstm,Brazil,21,7,new_cases,13677.219770113154,19938.896026541708,119.67717782245887,13677.219770113155,10056.211752355397,7172.448764418864,17447.93924378013,9574.315981840693,2603.548663806689,48420.19557790002,16345.640116096092,12339.81611830711,8255.800344079698,23014.43000234659,11418.38972676581,3563.703003752013,58378.152272220424,119.67717782245887,120.95980112750318,98.77258630206255,143.8445033144443,30.639945630655223,36.662252375699985,184.51603762777867,death_recovered,logistic
curvefit_lstm,Brazil,21,7,new_cases,13618.712941746267,21012.39071534789,138.20386206574716,13618.712941746267,9854.463074994837,6879.7956190229925,19452.18277914241,9654.38475716703,3142.588798780331,50189.54132675909,17067.84022862722,11686.040109740272,8566.922818230305,25006.051166206507,12255.994186702785,4124.407510367099,63312.00230915872,138.20386206574716,144.40913794170962,114.21746739935676,164.16405860082085,33.063595570848804,49.8874652115216,199.5320512233747,death_stringency,gompertz
curvefit_lstm,Brazil,21,7,new_cases,13835.251046178473,20528.561269361722,126.07648551273394,13835.251046178475,9891.238102688558,6958.791233803567,19296.44105047369,9699.223870803035,1591.6802361783432,50208.31639263216,16655.957873528867,11942.963431186112,8190.813558377906,23551.24235618651,12000.037295990787,2093.9052772520217,61481.79788657463,126.07648551273397,127.60070084510815,104.17559463880225,150.766372539009,30.701416197182024,22.399209891813427,195.31287637405487,death_stringency,logistic
curvefit_lstm,Brazil,21,7,new_cases,13635.809794416888,20088.560212365395,122.14804921629646,13635.809794416886,9804.231334894832,7078.81192978394,18509.88421290841,9681.510958748793,2884.5515769078734,51765.00617050909,16355.011708739486,11905.725483354476,8214.801029670554,24141.369475154377,11664.640732265369,3156.902293131351,61773.86965803928,122.14804921629644,123.07929124079385,99.73873137945073,147.83050010103852,31.025618696106566,34.65282460951929,185.84063491756524,no_exog,gompertz
curvefit_lstm,Brazil,21,7,new_cases,13722.98383740194,20190.746376547195,122.65478847051065,13722.983837401942,9764.929568057403,6983.341521010269,18537.330799385567,9793.585442397056,2857.9811234231706,51802.400935042875,16431.84686352593,12117.609772601088,8162.626187453908,23980.770964513787,11732.887449203903,3323.0982143088595,61785.01981210035,122.65478847051064,122.87646901264493,99.81281854442003,147.70642214930655,31.20435894032199,37.12235296682636,187.51420215566714,no_exog,logistic
